PartNumber,Description,Brand,SuggestedRetail,Cost,Length,Width,Height,Weight,QtyAvail,UPC,Jobber,AAIACode,MapPrice,VendorMSRP,AirRestricted,StateRestricted,TruckFrtOnly,ManufacturerPart,ShipAlone,Status,MotorStateNotes,CanadaRestricted,AcquiredDate,Image URL,Category Level 1,Category Level 2,Category Level 3,Long Description(150)
NRA204111,Aluminum Radiator Race Pro Sirocco Style,NORTHERN RADIATOR,205.99,166.08,27.25,15.5,8.25,11,1,,244.23,CLSN,,,NO,,NO,204111,NO,S,,NO,12/19/2023,https://msimg.blob.core.windows.net/product/NRA204111.jpg,Heating and Cooling,Radiators,Radiators,Radiator - Scirocco - 21.5 in W x 12.625 in H x 3.125 in D - Dual Pass - Passenger Side Inlet - Passenger Side Outlet - Aluminum - Natural - Each
NRA204115B,Aluminum Radiator Custom 26 x 16 Kit,NORTHERN RADIATOR,331.99,268.08,29,20,7,19.4,1,,394.23,CLSN,,,NO,,NO,204115B,NO,S,,NO,12/19/2023,https://msimg.blob.core.windows.net/product/NRA204115B.jpg,Heating and Cooling,Radiators,Radiators,Radiator - Custom - Welding Required - 25.375 in W x 16.5 in H x 4.25 in D - 1-1/2 in Inlet - 1-3/4 in Outlet - Aluminum - Natural - Kit
NRA204116B,Aluminum Radiator Custom 28 x 16 Kit,NORTHERN RADIATOR,371.99,300.77,30,20,20,20.4,1,,442.31,CLSN,,,NO,,NO,204116B,NO,S,,NO,12/19/2023,https://msimg.blob.core.windows.net/product/NRA204116B.jpg,Heating and Cooling,Radiators,Radiators,Radiator - Custom - Welding Required - 27.125 in W x 16.5 in H x 4.25 in D - 1-1/2 in Inlet - 1-3/4 in Outlet - Aluminum - Natural - Kit
NRA204119,Aluminum Radiator GM 26 x 18,NORTHERN RADIATOR,248.99,201.38,29.25,23.25,9.75,16,1,,296.15,CLSN,,,NO,,NO,204119,NO,S,,NO,12/19/2023,https://msimg.blob.core.windows.net/product/NRA204119.jpg,Heating and Cooling,Radiators,Radiators,Radiator - Race Pro - 25.375 in W x 19.625 in H x 3.125 in D - Passenger Side Inlet - Passenger Side Outlet - Aluminum - Natural - GM - Each
NRA205057,Aluminum Radiator GM 66-88 Cars,NORTHERN RADIATOR,301.99,243.66,28.5,25,8,15.3,1,,358.33,CLSN,,,NO,,NO,205057,NO,S,,NO,12/19/2023,https://msimg.blob.core.windows.net/product/NRA205057.jpg,Heating and Cooling,Radiators,Radiators,Radiator - Muscle Car - 25.375 in W x 18.625 in H x 3.125 in D - Driver Side Inlet - Passenger Side Outlet - Aluminum - Natural - GM 1966-88 - Each
NRA205060,Aluminum Radiator 70-81 Pontiac,NORTHERN RADIATOR,398.99,322.78,34,22,7,21,1,7.85013E+11,474.68,CLSN,,,NO,,NO,205060,NO,S,,NO,12/19/2023,https://msimg.blob.core.windows.net/product/NRA205060.jpg,Heating and Cooling,Radiators,Radiators,Radiator - Muscle Car - 32.125 in W x 18.625 in H x 3.125 in D - Driver Side Inlet - Passenger Side Outlet - Aluminum - Natural - Pontiac 1970-81 - Each
NRA205123,Aluminum Radiator Ford 87-95,NORTHERN RADIATOR,500.99,405.04,38.5,23.25,8.25,22,1,,595.65,CLSN,,,NO,,NO,205123,NO,S,,NO,12/19/2023,https://msimg.blob.core.windows.net/product/NRA205123.jpg,Heating and Cooling,Radiators,Radiators,Radiator - Muscle Car - 31.375 in W x 18.5 in H x 3.125 in D - Passenger Side Inlet - Driver Side Outlet - Aluminum - Natural - Ford 1987-95 - Each
NRA205150,22 3/4 X 19 3/4 Radiator Aluminum,NORTHERN RADIATOR,443.99,359.21,28.75,22.25,8.75,17,1,,528.25,CLSN,,,NO,,NO,205150,NO,S,,NO,12/19/2023,https://msimg.blob.core.windows.net/product/NRA205150.jpg,Heating and Cooling,Radiators,Radiators,Radiator - Hotrod - 22.75 in W x 19.5 in H x 3.125 in D - Driver Side Inlet - Passenger Side Outlet - Aluminum - Natural - Universal - Each
NRA205160,27 X 19 3/4 Radiator Aluminum,NORTHERN RADIATOR,379.99,307.11,30.25,22.25,7,19.34,1,,451.63,CLSN,,,NO,,NO,205160,NO,S,,NO,12/19/2023,https://msimg.blob.core.windows.net/product/NRA205160.jpg,Heating and Cooling,Radiators,Radiators,27 X 19 3/4 Radiator Aluminum
NRA205163,Aluminum Radiator 26 x 26,NORTHERN RADIATOR,397.99,321.65,27,18,7,15,1,,473.01,CLSN,,,NO,,NO,205163,NO,S,,NO,12/19/2023,https://msimg.blob.core.windows.net/product/NRA205163.jpg,Heating and Cooling,Radiators,Radiators,Radiator - Hotrod - 16 in W x 26 in H x 3.125 in D - Top Inlet - Driver Side Outlet - Aluminum - Natural - Universal - Each
NRA205182,Aluminum Radiator 67-69 Camaro w/LS,NORTHERN RADIATOR,452.99,366.33,33,23,8,19,1,,538.72,CLSN,,,NO,,NO,205182,NO,S,,NO,12/19/2023,https://msimg.blob.core.windows.net/product/NRA205182.jpg,Heating and Cooling,Radiators,Radiators,Radiator - Muscle Car - 27.75 in W x 18.5 in H x 3.125 in D - Passenger Side Inlet - Driver Side Outlet - Aluminum - Natural - GM LS-Series - Chevy F-Body 1967-69 - Each
NRA205186,Aluminum Radiator 55-59 Chevy,NORTHERN RADIATOR,380.99,314.28,30,29,8,23,1,,452.97,CLSN,,,NO,,NO,205186,NO,S,,NO,12/19/2023,https://msimg.blob.core.windows.net/product/NRA205186.jpg,Heating and Cooling,Radiators,Radiators,Radiator - Muscle Car - 25.375 in W x 21.875 in H x 3.125 in D - Center Inlet - Passenger Side Outlet - Aluminum - Natural - Chevy 1955-59 - Each
NRA205200,Aluminum Radiator 65-67 Chevelle,NORTHERN RADIATOR,465.99,376.83,31,24,8,20,1,,554.16,CLSN,,,NO,,NO,205200,NO,S,,NO,12/19/2023,https://msimg.blob.core.windows.net/product/NRA205200.jpg,Heating and Cooling,Radiators,Radiators,Radiator - Muscle Car - 23.375 in W x 15.25 in H x 2.25 in D - Passenger Side Inlet - Passenger Side Outlet - Aluminum - Natural - GM A-Body 1965-67 - Each
NRA205218,Aluminum Radiator 07-18 Jeep,NORTHERN RADIATOR,612.99,496.18,31,23,9,24,1,,729.67,CLSN,,,NO,,NO,205218,NO,S,,NO,12/19/2023,https://msimg.blob.core.windows.net/product/NRA205218.jpg,Heating and Cooling,Radiators,Radiators,Radiator - Muscle Car - 25.25 in W x 21.125 in H x 2 in D - Driver Side Inlet - Passenger Side Outlet - Aluminum - Natural - Jeep Wrangler JK 2007-18 - Each
NRA205220,Aluminum Radiator 07-18 Jeep w/Hemi,NORTHERN RADIATOR,612.99,496.18,34,24,8.5,22.3,0,,729.67,CLSN,,,NO,,NO,205220,NO,S,,NO,12/19/2023,https://msimg.blob.core.windows.net/product/NRA205220.jpg,Heating and Cooling,Radiators,Radiators,Radiator - Muscle Car - 25.25 in W x 21.125 in H x 2 in D - Driver Side Inlet - Passenger Side Outlet - Aluminum - Natural - Mopar Gen III Hemi - Jeep Wrangler JK 2007-18 - Each
NRA205231,Aluminum Radiator ,NORTHERN RADIATOR,241.99,195.73,28,7,7,17,1,,287.84,CLSN,,,NO,,NO,205231,NO,S,,NO,12/19/2023,https://msimg.blob.core.windows.net/product/NRA205231.jpg,Heating and Cooling,Radiators,Radiators,Radiator - Muscle Car - 24.875 in W x 21.625 in H x 2.5 in D - Driver Side Inlet - Passenger Side Outlet - Aluminum - Natural - GM Fullsize Truck / SUV 1963-66 - Each
NRA205252,Aluminum Radiator 55-57 Chevy w/LS,NORTHERN RADIATOR,400.99,324.43,27,26.5,8.5,20,1,,477.11,CLSN,,,NO,,NO,205252,NO,S,,NO,12/19/2023,https://msimg.blob.core.windows.net/product/NRA205252.jpg,Heating and Cooling,Radiators,Radiators,Radiator - Muscle Car - 22.875 in W x 22.625 in H x 3.125 in D - Passenger Side Inlet - Passenger Side Outlet - Aluminum - Chevy Fullsize Car 1955-57 - Each
NRA209620,Aluminum Radiator 28 x 16 Race Pro,NORTHERN RADIATOR,229.99,185.69,31,19,8.5,8.6,1,,273.08,CLSN,,,NO,,NO,209620,NO,S,,NO,12/19/2023,,Heating and Cooling,Radiators,Radiators,Aluminum Radiator 28 x 16 Race Pro
NRA209661B,Aluminum Radiator ,NORTHERN RADIATOR,210.99,170,24,7,7,11,1,,250,CLSN,,,NO,,NO,209661B,NO,S,,NO,12/19/2023,https://msimg.blob.core.windows.net/product/NRA209661B.jpg,Heating and Cooling,Radiators,Radiators,Radiator - Custom - 19.875 in W x 16.5 in H x 3.25 in D - Weld-On Inlet - Weld-On Outlet - Aluminum - Natural - Kit
NRA209662B,Aluminum Radiator Custon 22 x 16 Kit,NORTHERN RADIATOR,214.99,173.92,26,20,7,12,1,,255.77,CLSN,,,NO,,NO,209662B,YES,S,,NO,12/19/2023,https://msimg.blob.core.windows.net/product/NRA209662B.jpg,Heating and Cooling,Radiators,Radiators,Radiator - Custom - 21.875 in W x 16.5 in H x 3.25 in D - Weld-On Inlet - Weld-On Outlet - Aluminum - Natural - Kit
NRA209670,Aluminum Radiator 22 x 19 Race Pro,NORTHERN RADIATOR,221.99,179.15,25,22,8.5,13.4,1,,263.46,CLSN,,,NO,,NO,209670,NO,S,,NO,12/19/2023,https://msimg.blob.core.windows.net/product/NRA209670.jpg,Heating and Cooling,Radiators,Radiators,Radiator - Race Pro - 21.5 in W x 19.625 in H x 3.125 in D - Passenger Side Inlet - Driver Side Outlet - Aluminum - Universal - Each
NRA209672,Aluminum Radiator 28 x 19 Race Pro,NORTHERN RADIATOR,239.99,199.8,29,28,10,20,1,,284.62,CLSN,,,NO,,NO,209672,NO,S,,NO,12/19/2023,https://msimg.blob.core.windows.net/product/NRA209672.jpg,Heating and Cooling,Radiators,Radiators,Radiator - Race Pro - 27 in W x 19.625 in H x 3.25 in D - Passenger Side Inlet - Driver Side Outlet - Aluminum - Universal - Each
NRA209679,Aluminum Radiator 24 x 19 Race Pro,NORTHERN RADIATOR,226.99,183.08,27.1,22.3,8.4,15.15,1,,269.23,CLSN,,,NO,,NO,209679,NO,S,,NO,12/19/2023,https://msimg.blob.core.windows.net/product/NRA209679.jpg,Heating and Cooling,Radiators,Radiators,Radiator - Race Pro - 23.625 in W x 19.5 in H x 3.125 in D - Driver Side Inlet - Passenger Side Outlet - Aluminum - Universal - Each
NRA209686B,Aluminum Radiator Custom 28 x 19 Kit,NORTHERN RADIATOR,502.99,407.21,31,23,8,20,1,,528.85,CLSN,,,NO,,NO,209686B,NO,S,,NO,12/19/2023,https://msimg.blob.core.windows.net/product/NRA209686B.jpg,Heating and Cooling,Radiators,Radiators,Radiator - Custom - 27.25 in W x 19.625 in H x 4.25 in D - Weld-On Inlet - Weld-On Outlet - Aluminum - Natural - Kit
NRA209689,Aluminum Radiator 24 x 19 Race Pro,NORTHERN RADIATOR,250.99,202.69,27.25,22,9,15.3,1,,298.08,CLSN,,,NO,,NO,209689,NO,S,,NO,12/19/2023,https://msimg.blob.core.windows.net/product/NRA209689.jpg,Heating and Cooling,Radiators,Radiators,Radiator - Race Pro - 23.625 in W x 19.5 in H x 3.125 in D - Driver Side Inlet - Passenger Side Outlet - Aluminum - Universal - Each
NRAAH464,12 Volt Hi-Output Auxiliary Heater,NORTHERN RADIATOR,197.99,178.89,11.25,10.45,8.05,7.295,1,,208.01,CLSN,,,NO,,NO,AH464,NO,S,,NO,12/19/2023,https://msimg.blob.core.windows.net/product/NRAAH464.jpg,Heating and Cooling,Heaters,Heaters and Accessories,Heater - Auxiliary - 16000 BTU - Horizontal / Vertical Mount - 6-1/2 x 6-3/4 x 7 in - 12V - 2 Speed - Installation Kit / Switch - Universal - Kit
NRAAH535,12 Volt Hi-Output Auxiliary Heater,NORTHERN RADIATOR,223.99,201.96,17,11,7.8,13.05,1,,234.84,CLSN,,,NO,,NO,AH535,NO,S,,NO,12/19/2023,https://msimg.blob.core.windows.net/product/NRAAH535.jpg,Heating and Cooling,Heaters,Heaters and Accessories,Heater - Auxiliary - 30000 BTU - Horizontal Mount - 16 x 6-1/2 x 9 in - 12V - 3 Speed - Installation Kit / Switch - Universal - Kit
NRAAH545,12 Volt Hi-Output Auxiliary Heater,NORTHERN RADIATOR,240.99,217.33,15,15,21,16,0,,252.71,CLSN,,,NO,,NO,AH545,NO,S,,NO,12/19/2023,https://msimg.blob.core.windows.net/product/NRAAH545.jpg,Heating and Cooling,Heaters,Heaters and Accessories,Heater - Auxiliary - 30000 BTU - Horizontal Mount - 16 x 6-1/2 x 10 in - 12V - 3 Speed - Installation Kit / Switch - Universal - Kit
NRAAH550,12 Volt Hi-Output Auxiliary Heater,NORTHERN RADIATOR,226.99,205.34,17.1,11.3,7.7,12.8,0,,238.77,CLSN,,,NO,,NO,AH550,NO,S,,NO,12/19/2023,https://msimg.blob.core.windows.net/product/NRAAH550.jpg,Heating and Cooling,Heaters,Heaters and Accessories,Heater - Auxiliary - 30000 BTU - Horizontal / Vertical Mount - 16 x 6-1/2 x 9 in - 3 Speed - Installation Kit / Switch - Universal - Kit
NRACR2510,Aluminum Radiator 01-05 GM 2500 6.6L,NORTHERN RADIATOR,354.99,293.17,50,27,10,40,1,,421.93,CLSN,,,NO,,NO,CR2510,NO,S,,NO,12/19/2023,https://msimg.blob.core.windows.net/product/NRACR2510.jpg,Heating and Cooling,Radiators,Radiators,Radiator - 34 in W x 19.5 in H x 2.25 in D - Driver Side Inlet - Passenger Side Outlet - Aluminum - Natural - GM Duramax - GM Fullsize Truck 2001-05 - Each
NRACR2857,Aluminum Radiator 06-10 GM 2500 6.6L,NORTHERN RADIATOR,417.99,347.69,50,30,10.75,42.3,1,,497.44,CLSN,,,NO,,NO,CR2857,NO,S,,NO,12/19/2023,https://msimg.blob.core.windows.net/product/NRACR2857.jpg,Heating and Cooling,Radiators,Radiators,Radiator - 33.875 in W x 23.25 in H x 2.25 in D - Driver Side Inlet - Passenger Side Outlet - Aluminum - Natural - GM Duramax - GM Fullsize Truck 2006-10 - Each
NRAZ40004,Dual 12in Fans w/Shroud ,NORTHERN RADIATOR,356.99,322.5,30,5,5,10,1,,375,CLSN,,,NO,,NO,Z40004,NO,S,,NO,12/19/2023,https://msimg.blob.core.windows.net/product/NRAZ40004.jpg,Heating and Cooling,Fans,Cooling Fans - Electric,Electric Cooling Fan - 12 in Fans - Curved Blade - 17.25 x 28 in - 2.625 in Thick - Aluminum - Natural - Each
NRAZ40006,Dual 12in Fans w/Shroud ,NORTHERN RADIATOR,356.99,322.5,30,21,5,10,1,,375,CLSN,,,NO,,NO,Z40006,NO,S,,NO,12/19/2023,https://msimg.blob.core.windows.net/product/NRAZ40006.jpg,Heating and Cooling,Fans,Cooling Fans - Electric,Electric Cooling Fan - 12 in Fans - Curved Blade - 17.375 x 25.75 in - 2.625 in Thick - Aluminum - Natural - Each
NRAZ40079,Single Fan Connector CTOR,NORTHERN RADIATOR,5.99,4.56,5.2,5.1,0.65,0.055,1,,5.3,CLSN,,,NO,,NO,Z40079,NO,S,,NO,12/19/2023,https://msimg.blob.core.windows.net/product/NRAZ40079.jpg,Ignitions and Electrical,Wiring Components,Wiring Pigtails,Fan Wiring Harness - Pigtail - Single Fan - Northern Radiator Fans - Each
NRAZ40080,Hi-Performance Fan Relay ,NORTHERN RADIATOR,38.99,35.22,5.9,5.5,2.2,0.4,1,,40.95,CLSN,,,NO,,NO,Z40080,NO,S,,NO,12/19/2023,https://msimg.blob.core.windows.net/product/NRAZ40080.jpg,Ignitions and Electrical,Wiring Components,Relays/Relay Kits,Relay Switch - 40 amps - 12V - Wiring / Fuse Included - Northern Radiator Dual Fans - Kit
NXS16422,Mini Bottle Keychain ,NITROUS EXPRESS,6.36,7.86,4.34,2,1.5,0.1,0,6.53374E+11,5.36,BKIR,6.36,,NO,,NO,16422,NO,S,,NO,11/30/2023,https://msimg.blob.core.windows.net/product/NXS16422.jpg,Promotional Collectables and Apparel,Collectables,Key Chains,Key Chain - Nitrous Bottle - Aluminum - White - Each
ORA5918-504,20-   Jeep Gladiator JT LED Tail Gate Light,ORACLE LIGHTING,440.96,289.97,,,,,0,8.1003E+11,416.46,FQCV,440.96,489.95,NO,,NO,5918-504,NO,S,,NO,,https://msimg.blob.core.windows.net/product/ORA5918-504.jpg,Exterior Components,Lights and Components,Exterior Light Assemblies,Tail Light - Tailgate Mount - LED - Jeep Gladiator JT 2020-23 - Each
P1FK001-H04E,BBC 12Pt Head Stud Kit Use w/Dart Heads,POINT ONE,249.99,214.99,11,8.5,2.7,7.65,6,,214.99,KJPP,249.99,262.49,NO,,NO,K001-H04E,NO,S,,NO,,https://msimg.blob.core.windows.net/product/P1FK001-H04E.jpg,Fasteners,Engine Fastener Kits,Cylinder Head Fastener Kits,Cylinder Head Stud Kit - 12 Point Nuts - Steel - Black Oxide - Big Block Chevy - Dart Heads - Kit
P1FK001-H05E,BBC 12Pt Head Stud Kit Use w/Brodix 24-Deg Head,POINT ONE,259.99,223.59,11.2,8.4,2.7,7.6,6,,223.59,KJPP,259.99,272.99,NO,,NO,K001-H05E,NO,S,,NO,,https://msimg.blob.core.windows.net/product/P1FK001-H05E.jpg,Fasteners,Engine Fastener Kits,Cylinder Head Fastener Kits,Cylinder Head Stud Kit - 12 Point Nuts - Steel - Black Oxide - Big Block Chevy - Brodix Heads - Kit
P1FK002-H16E,SBC 12Pt Head Stud Kit Use w/23-Degree Heads,POINT ONE,254.99,219.29,11.1,8.3,2.4,6.1,12,,219.29,KJPP,254.99,267.74,NO,,NO,K002-H16E,NO,S,,NO,,https://msimg.blob.core.windows.net/product/P1FK002-H16E.jpg,Fasteners,Engine Fastener Kits,Cylinder Head Fastener Kits,Cylinder Head Stud Kit - 12 Point Nuts - Steel - Black Oxide - Small Block Chevy - Kit
P1FK003-H02E,GM LS 12Pt Head Stud Kit Gen-3/Gen-4 2004 Later,POINT ONE,373.99,321.63,11.6,8.4,2.3,5.8,12,,321.63,KJPP,373.99,392.69,NO,,NO,K003-H02E,NO,S,,NO,,https://msimg.blob.core.windows.net/product/P1FK003-H02E.jpg,Fasteners,Engine Fastener Kits,Cylinder Head Fastener Kits,Cylinder Head Stud Kit - 12 Point Nuts - Steel - Black Oxide - GM LS-Series - Kit
P1FK003-H05E,GM LS 12Pt Head Stud Kit Gen-3 2003 & Earlier,POINT ONE,405.99,349.15,11.7,8.4,2.6,7.05,5,,349.15,KJPP,405.99,426.29,NO,,NO,K003-H05E,NO,S,,NO,,https://msimg.blob.core.windows.net/product/P1FK003-H05E.jpg,Fasteners,Engine Fastener Kits,Cylinder Head Fastener Kits,Cylinder Head Stud Kit - 12 Point Nuts - Steel - Black Oxide - GM LS-Series - Kit
P1FK003-H06S,GM LT 12pt Head Stud Kit 6.2L w/8mm Corner Studs,POINT ONE,455.99,392.15,11.6,8.4,2.7,6.75,6,,392.15,KJPP,455.99,478.79,NO,,NO,K003-H06S,NO,S,,NO,,https://msimg.blob.core.windows.net/product/P1FK003-H06S.jpg,Fasteners,Engine Fastener Kits,Cylinder Head Fastener Kits,Cylinder Head Stud Kit - 12 Point Nuts - Steel - Black Oxide - GM LT-Series - Kit
P1FK003-M03E,GM LS 12pt Main Stud Kit Gen-3/LSX,POINT ONE,304.99,262.29,11.7,8.4,2.6,4.5,18,,262.29,KJPP,304.99,320.24,NO,,NO,K003-M03E,NO,S,,NO,,https://msimg.blob.core.windows.net/product/P1FK003-M03E.jpg,Fasteners,Engine Fastener Kits,Main Cap Fastener Kits,Main Stud Kit - 12 Point Nuts - 4-Bolt Mains - Steel - Black Oxide - GM LS-Series - Kit
P1FK044-M01S,Dodge Cummins Main Stud Kit w/Factory Blk 04-Up,POINT ONE,299.99,257.99,11.2,8.4,2.6,5.15,3,,257.99,KJPP,299.99,314.99,NO,,NO,K044-M01S,NO,S,,NO,,https://msimg.blob.core.windows.net/product/P1FK044-M01S.jpg,Fasteners,Engine Fastener Kits,Main Cap Fastener Kits,Main Stud Kit - 12 Point Nuts - 2-Bolt Mains - Steel - Black Oxide - Dodge Cummins - Kit
P1FK050-H02E,Honda 12pt Head Stud Kit B18C1 VTEC,POINT ONE,179.99,143.99,11.3,8.4,2.4,3.75,3,,143.99,KJPP,179.99,199.79,NO,,NO,K050-H02E,NO,S,,NO,,https://msimg.blob.core.windows.net/product/P1FK050-H02E.jpg,Fasteners,Engine Fastener Kits,Cylinder Head Fastener Kits,Cylinder Head Stud Kit - 11 mm Studs - 12 Point Nuts - Steel - Black Oxide - Honda B-Series - Kit
P1FK062-H01S,Ford Coyote 12pt Head Stud Kit 5.0L  12mm,POINT ONE,479.99,412.79,11.2,8.3,2.5,8.45,6,,412.79,KJPP,479.99,503.99,NO,,NO,K062-H01S,NO,S,,NO,,https://msimg.blob.core.windows.net/product/P1FK062-H01S.jpg,Fasteners,Engine Fastener Kits,Cylinder Head Fastener Kits,Cylinder Head Stud Kit - 12 mm Studs - 12 Point Nuts - Steel - Black Oxide - Ford Coyote - Kit
P1FK063-H01E,Ford Godzilla 7.3L Head Stud Kit 12Pt,POINT ONE,419.99,361.19,11.2,8.3,2.6,8.45,12,,361.19,KJPP,419.99,440.99,NO,,NO,K063-H01E,NO,S,,NO,,https://msimg.blob.core.windows.net/product/P1FK063-H01E.jpg,Fasteners,Engine Fastener Kits,Cylinder Head Fastener Kits,Cylinder Head Stud Kit - 12 Point Nuts - Steel - Black Oxide - Ford Godzilla - Kit
P1FK063-H01S,Ford Godzilla 7.3L Head Stud Kit 12Pt,POINT ONE,509.99,438.59,11.2,8.3,2.7,8.45,5,,438.59,KJPP,509.99,535.49,NO,,NO,K063-H01S,NO,S,,NO,,https://msimg.blob.core.windows.net/product/P1FK063-H01S.jpg,Fasteners,Engine Fastener Kits,Cylinder Head Fastener Kits,Cylinder Head Stud Kit - 12 Point Nuts - Steel - Black Oxide - Ford Godzilla - Kit
PQX2030271,Pro Series Flexplate SBF 164 Tooth SFI 28oz Bal,"PRW INDUSTRIES, INC.",107.41,91.3,12,12,0.75,8.845,2,8.42864E+11,107.41,FMJX,107.41,134.26,NO,,NO,2030271,NO,S,Black Label Special Edition,NO,12/5/2023,https://msimg.blob.core.windows.net/product/PQX2030271.jpg,Drivetrain,Automatic Transmissions and Components,Flexplates and Components,Pro Series Flexplate SBF 164 Tooth SFI 28oz Bal
PQX2030272,Pro Series Flexplate SBF 164 Tooth SFI 50oz Bal,"PRW INDUSTRIES, INC.",108.27,92.03,14,14,0.75,8.82,2,8.42864E+11,108.27,FMJX,108.27,135.33,NO,,NO,2030272,NO,S,Black Label Special Edition,NO,12/5/2023,https://msimg.blob.core.windows.net/product/PQX2030272.jpg,Drivetrain,Automatic Transmissions and Components,Flexplates and Components,Pro Series Flexplate SBF 164 Tooth SFI 50oz Bal
PQX2036471,Pro Series Flexplate GM LS 168T SFI  Quick Rev,"PRW INDUSTRIES, INC.",122.82,104.4,12,12,0.75,7.03,2,8.42864E+11,122.82,FMJX,122.82,153.52,NO,,NO,2036471,NO,S,Black Label Special Edition  - High Integrity Design,NO,12/5/2023,https://msimg.blob.core.windows.net/product/PQX2036471.jpg,Drivetrain,Automatic Transmissions and Components,Flexplates and Components,Pro Series Flexplate GM LS 168T SFI  Quick Rev
PQX2036472,Pro Series Flexplate GM LS 168T SFI Quick Launch,"PRW INDUSTRIES, INC.",135.66,115.31,12,12,0.75,8.04,2,8.42864E+11,135.66,FMJX,135.66,169.57,NO,,NO,2036472,NO,S,Black Label Special Edition  - High Inertia Design,NO,12/5/2023,https://msimg.blob.core.windows.net/product/PQX2036472.jpg,Drivetrain,Automatic Transmissions and Components,Flexplates and Components,Pro Series Flexplate GM LS 168T SFI Quick Launch
PQX4228331,Q-Jet Carb 650 CFM w/Electric Choke,"PRW INDUSTRIES, INC.",699.89,594.91,13.45,10.9,6.6,7.795,5,8.42864E+11,699.89,FMJX,699.89,874.86,NO,,NO,4228331,NO,S,w/C-Style Throttle Linkage 75 & Up Engines,NO,12/5/2023,https://msimg.blob.core.windows.net/product/PQX4228331.jpg,Air and Fuel,Carburetors and Components,Carburetors,Q-Jet Carb 650 CFM w/Electric Choke
PQX4228351,Q-Jet Carb 650 CFM w/Electric Choke,"PRW INDUSTRIES, INC.",699.89,594.91,13.5,11,6.7,7.82,5,8.42864E+11,699.89,FMJX,699.89,874.86,NO,,NO,4228351,NO,S,w/U-Style Throttle Linkage 74 & Earlier Engines,NO,12/5/2023,https://msimg.blob.core.windows.net/product/PQX4228351.jpg,Air and Fuel,Carburetors and Components,Carburetors,Q-Jet Carb 650 CFM w/Electric Choke
PQX4228371,Q-Jet Marine Carb 650 CFM w/Electric Choke,"PRW INDUSTRIES, INC.",725.89,617.01,12.6,10.5,6.8,7.24,2,8.42864E+11,725.89,FMJX,725.89,907.36,NO,,NO,4228371,NO,S,w/Mercruiser Marine Linkage Meets Us Coast Guard Requirement,NO,12/5/2023,https://msimg.blob.core.windows.net/product/PQX4228371.jpg,Air and Fuel,Carburetors and Components,Carburetors,Q-Jet Marine Carb 650 CFM w/Electric Choke
PQX4245431,Q-Jet Carb 695 CFM w/Electric Choke,"PRW INDUSTRIES, INC.",699.89,594.91,13.6,10.9,6.65,7.85,5,8.42864E+11,699.89,FMJX,699.89,874.86,NO,,NO,4245431,NO,S,w/C-Style Throttle Linkage 75 & Up Engines,NO,12/5/2023,https://msimg.blob.core.windows.net/product/PQX4245431.jpg,Air and Fuel,Carburetors and Components,Carburetors,Q-Jet Carb 695 CFM w/Electric Choke
PQX4245451,Q-Jet Carb 695 CFM w/Electric Choke,"PRW INDUSTRIES, INC.",699.89,594.91,14.2,12.1,7,7.84,5,8.42864E+11,699.89,FMJX,699.89,874.86,NO,,NO,4245451,NO,S,w/U-Style Throttle Linkage 74 & Earlier Engines,NO,12/5/2023,https://msimg.blob.core.windows.net/product/PQX4245451.jpg,Air and Fuel,Carburetors and Components,Carburetors,Q-Jet Carb 695 CFM w/Electric Choke
PQX4245471,Q-Jet Marine Carb 695 CFM w/Electric Choke,"PRW INDUSTRIES, INC.",725.89,617.01,12.7,10.5,6.75,7.245,2,8.42864E+11,725.89,FMJX,725.89,907.36,NO,,NO,4245471,NO,S,w/Mercruiser Marine Linkage Meets Us Coast Guard Requirement,NO,12/5/2023,https://msimg.blob.core.windows.net/product/PQX4245471.jpg,Air and Fuel,Carburetors and Components,Carburetors,Q-Jet Marine Carb 695 CFM w/Electric Choke
PTR09-0983,Ball Valve -16AN X -16AN Female,PETERSON FLUID,322.99,264.57,8.7,3.9,2.6,1.29,2,,264.57,BJGB,,356.65,NO,,NO,09-0983,NO,S,,NO,11/1/2023,https://msimg.blob.core.windows.net/product/PTR09-0983.jpg,Fittings Hoses and Valves,Valves,Shut Off Valves,Shut Off Valve - Manual - X-Large Body - 16 AN Male to 16 AN Male - Aluminum - Black Anodized - Each
PTR09-1390,REMOTE FILTER MT 13/16 - 16,PETERSON FLUID,214.99,176.12,6.5,6.25,4.5,1.2,1,,176.12,BJGB,,237.44,NO,,NO,09-1390,NO,S,,NO,11/1/2023,https://msimg.blob.core.windows.net/product/PTR09-1390.jpg,Engines and Components,Oiling Systems,Oil Filter Relocation Kits and Components,Oil Filter Mount - 10 AN Male Ports - 13/16-16 in Center Thread - Firewall Mount - Aluminum - Black Anodized - Universal - Each
PTR09-1391,REMOTE FILTER MT 13/16 - 16,PETERSON FLUID,214.99,176.12,7.5,6.5,6,1.2,2,,176.12,BJGB,,237.44,NO,,NO,09-1391,NO,S,,NO,11/7/2023,https://msimg.blob.core.windows.net/product/PTR09-1391.jpg,Engines and Components,Oiling Systems,Oil Filter Relocation Kits and Components,Oil Filter Mount - 12 AN Male Ports - 13/16-16 in Center Thread - Firewall Mount - Aluminum - Black Anodized - Universal - Each
